,Id_restaurant,Type_of_food,Locality,Cost,Votes,Rating
0,0,North Indian, Central Delhi,24.0,2415,4.1
1,0, Finger Food, Central Delhi,24.0,2415,4.1
2,0, Continental, Central Delhi,24.0,2415,4.1
3,1,North Indian, Central Delhi,18.0,2363,4.3
4,2,Finger Food, Central Delhi,24.0,5016,4.2
5,2, North Indian, Central Delhi,24.0,5016,4.2
6,2, Italian, Central Delhi,24.0,5016,4.2
7,2, Continental, Central Delhi,24.0,5016,4.2
8,2, Asian, Central Delhi,24.0,5016,4.2
9,3,North Indian, Central Delhi,21.6,2821,4.2
10,3, Mediterranean, Central Delhi,21.6,2821,4.2
11,3, Asian, Central Delhi,21.6,2821,4.2
12,3, Italian, Central Delhi,21.6,2821,4.2
13,3, Oriental , Central Delhi,21.6,2821,4.2
14,4,Mexican, Central Delhi,24.0,1094,4.4
15,4, American, Central Delhi,24.0,1094,4.4
16,4, Italian, Central Delhi,24.0,1094,4.4
17,5,Multi-Cuisine, Central Delhi,24.0,1391,3.9
18,5, North Indian, Central Delhi,24.0,1391,3.9
19,5, Italian, Central Delhi,24.0,1391,3.9
20,5, Chinese, Central Delhi,24.0,1391,3.9
21,5, Continental, Central Delhi,24.0,1391,3.9
22,5, Seafood, Central Delhi,24.0,1391,3.9
23,6,Multi-Cuisine, Central Delhi,21.6,1022,4.0
24,6, North Indian, Central Delhi,21.6,1022,4.0
25,6, Italian, Central Delhi,21.6,1022,4.0
26,6, Chinese, Central Delhi,21.6,1022,4.0
27,6, Continental, Central Delhi,21.6,1022,4.0
28,7,Multi-Cuisine, Central Delhi,25.2,963,4.3
29,7, North Indian, Central Delhi,25.2,963,4.3
30,7, Italian, Central Delhi,25.2,963,4.3
31,7, Continental, Central Delhi,25.2,963,4.3
32,7, Oriental , Central Delhi,25.2,963,4.3
33,8,Finger Food, Central Delhi,18.0,506,3.9
34,8, Italian, Central Delhi,18.0,506,3.9
35,8, Chinese, Central Delhi,18.0,506,3.9
36,8, Continental, Central Delhi,18.0,506,3.9
37,9,Rajasthani, Central Delhi,12.0,712,4.2
38,10,Multi-Cuisine, Central Delhi,24.0,2428,4.1
39,10, North Indian, Central Delhi,24.0,2428,4.1
40,10, Italian, Central Delhi,24.0,2428,4.1
41,10, Continental, Central Delhi,24.0,2428,4.1
42,10, Mediterranean, Central Delhi,24.0,2428,4.1
43,10, Oriental , Central Delhi,24.0,2428,4.1
44,11,North Indian, Central Delhi,30.0,2335,4.1
45,11, Fusion, Central Delhi,30.0,2335,4.1
46,11, Italian, Central Delhi,30.0,2335,4.1
47,11, Chinese, Central Delhi,30.0,2335,4.1
48,12,South Indian, Central Delhi,8.4,223,4.2
49,13,North Indian, Central Delhi,24.0,1817,4.1
50,13, Continental, Central Delhi,24.0,1817,4.1
51,14,North Indian, Central Delhi,20.400000000000002,1301,4.3
52,14, Italian, Central Delhi,20.400000000000002,1301,4.3
53,14, Chinese, Central Delhi,20.400000000000002,1301,4.3
54,14, Continental, Central Delhi,20.400000000000002,1301,4.3
55,15,Finger Food, Central Delhi,25.2,1501,4.0
56,15, North Indian, Central Delhi,25.2,1501,4.0
57,15, Italian, Central Delhi,25.2,1501,4.0
58,15, Continental, Central Delhi,25.2,1501,4.0
59,15, Oriental , Central Delhi,25.2,1501,4.0
60,15, Fusion, Central Delhi,25.2,1501,4.0
61,16,North Indian, Central Delhi,18.0,134,4.2
62,16, Chinese, Central Delhi,18.0,134,4.2
63,16, Mughlai, Central Delhi,18.0,134,4.2
64,17,Modern Indian, Central Delhi,24.0,1410,4.2
65,17, Continental, Central Delhi,24.0,1410,4.2
66,17, Finger Food, Central Delhi,24.0,1410,4.2
67,18,Multi-Cuisine, Central Delhi,26.400000000000002,1272,4.2
68,18, North Indian, Central Delhi,26.400000000000002,1272,4.2
69,18, Italian, Central Delhi,26.400000000000002,1272,4.2
70,18, Continental, Central Delhi,26.400000000000002,1272,4.2
71,18, American, Central Delhi,26.400000000000002,1272,4.2
72,18, Asian, Central Delhi,26.400000000000002,1272,4.2
73,18, Modern Indian, Central Delhi,26.400000000000002,1272,4.2
74,19,Multi-Cuisine, Central Delhi,24.0,2694,4.2
75,19, North Indian, Central Delhi,24.0,2694,4.2
76,19, Continental, Central Delhi,24.0,2694,4.2
77,19, Japanese, Central Delhi,24.0,2694,4.2
78,19, Oriental , Central Delhi,24.0,2694,4.2
79,20,North Indian, Central Delhi,31.2,845,4.2
80,20, Mughlai, Central Delhi,31.2,845,4.2
81,21,World Cuisine, Central Delhi,24.0,297,4.1
82,21, Multi-Cuisine, Central Delhi,24.0,297,4.1
83,21, North Indian, Central Delhi,24.0,297,4.1
84,21, Italian, Central Delhi,24.0,297,4.1
85,21, Chinese, Central Delhi,24.0,297,4.1
86,21, Continental, Central Delhi,24.0,297,4.1
87,21, American, Central Delhi,24.0,297,4.1
88,21, Fast Food, Central Delhi,24.0,297,4.1
89,22,Multi-Cuisine, Central Delhi,24.0,1624,4.1
90,22, North Indian, Central Delhi,24.0,1624,4.1
91,22, Italian, Central Delhi,24.0,1624,4.1
92,22, Continental, Central Delhi,24.0,1624,4.1
93,22, Mexican, Central Delhi,24.0,1624,4.1
94,22, European, Central Delhi,24.0,1624,4.1
95,22, Oriental , Central Delhi,24.0,1624,4.1
96,23,Finger Food, Central Delhi,24.0,388,4.2
97,23, Italian, Central Delhi,24.0,388,4.2
98,23, Continental, Central Delhi,24.0,388,4.2
99,23, American, Central Delhi,24.0,388,4.2
100,23, Tex Mex, Central Delhi,24.0,388,4.2
101,24,North Indian, Central Delhi,24.0,416,4.5
102,24, Continental, Central Delhi,24.0,416,4.5
103,25,North Indian, Central Delhi,24.0,101,3.5
104,25, Chinese, Central Delhi,24.0,101,3.5
105,26,North Indian, Central Delhi,24.0,1753,4.2
106,26, Continental, Central Delhi,24.0,1753,4.2
107,26, Italian, Central Delhi,24.0,1753,4.2
108,26, Chinese, Central Delhi,24.0,1753,4.2
109,27,Multi-Cuisine, Central Delhi,48.0,491,4.4
110,27, North Indian, Central Delhi,48.0,491,4.4
111,27, Japanese, Central Delhi,48.0,491,4.4
112,27, European, Central Delhi,48.0,491,4.4
113,27, Oriental , Central Delhi,48.0,491,4.4
114,28,Modern Indian, Central Delhi,24.0,776,4.4
115,28, Italian, Central Delhi,24.0,776,4.4
116,28, Continental, Central Delhi,24.0,776,4.4
117,28, American, Central Delhi,24.0,776,4.4
118,29,Multi-Cuisine, Central Delhi,33.6,500,4.4
119,29, North Indian, Central Delhi,33.6,500,4.4
120,29, Italian, Central Delhi,33.6,500,4.4
121,29, Continental, Central Delhi,33.6,500,4.4
122,29, European, Central Delhi,33.6,500,4.4
123,29, Oriental , Central Delhi,33.6,500,4.4
124,30,Multi-Cuisine, Central Delhi,28.8,1634,4.1
125,30, Italian, Central Delhi,28.8,1634,4.1
126,30, Continental, Central Delhi,28.8,1634,4.1
127,30, Thai, Central Delhi,28.8,1634,4.1
128,30, Oriental , Central Delhi,28.8,1634,4.1
129,31,Asian, North Delhi,24.0,4265,4.4
130,31, Chinese, North Delhi,24.0,4265,4.4
131,31, Japanese, North Delhi,24.0,4265,4.4
132,31, Korean, North Delhi,24.0,4265,4.4
133,32,North Indian, Central Delhi,16.8,1534,4.2
134,32, Italian, Central Delhi,16.8,1534,4.2
135,32, Oriental , Central Delhi,16.8,1534,4.2
136,33,Italian, Central Delhi,24.0,826,4.5
137,34,North Indian, Central Delhi,26.400000000000002,881,4.2
138,34, Mughlai, Central Delhi,26.400000000000002,881,4.2
139,35,North Indian, Central Delhi,21.6,310,3.9
140,35, Chinese, Central Delhi,21.6,310,3.9
141,35, Continental, Central Delhi,21.6,310,3.9
142,35, Oriental , Central Delhi,21.6,310,3.9
143,36,Continental, Central Delhi,24.0,1269,4.1
144,36, Finger Food, Central Delhi,24.0,1269,4.1
145,36, North Indian, Central Delhi,24.0,1269,4.1
146,36, Italian, Central Delhi,24.0,1269,4.1
147,36, Mediterranean, Central Delhi,24.0,1269,4.1
148,36, European, Central Delhi,24.0,1269,4.1
149,36, Asian, Central Delhi,24.0,1269,4.1
150,37,North Indian, West Delhi,14.4,1098,3.9
151,37, Oriental , West Delhi,14.4,1098,3.9
152,37, Italian, West Delhi,14.4,1098,3.9
153,38,Multi-Cuisine, Central Delhi,30.0,117,4.2
154,38, Italian, Central Delhi,30.0,117,4.2
155,38, Mexican, Central Delhi,30.0,117,4.2
156,38, Asian, Central Delhi,30.0,117,4.2
157,39,North Indian, Central Delhi,14.4,712,4.3
158,39, Italian, Central Delhi,14.4,712,4.3
159,39, Fast Food, Central Delhi,14.4,712,4.3
160,40,North Indian, Central Delhi,14.4,50,4.2
161,41,Finger Food, Central Delhi,18.0,2503,4.1
162,41, North Indian, Central Delhi,18.0,2503,4.1
163,41, Italian, Central Delhi,18.0,2503,4.1
164,41, Chinese, Central Delhi,18.0,2503,4.1
165,42,North Indian, Central Delhi,12.0,335,4.5
166,42, Mughlai, Central Delhi,12.0,335,4.5
167,43,North Indian, Central Delhi,26.400000000000002,922,4.1
168,43, Italian, Central Delhi,26.400000000000002,922,4.1
169,43, Chinese, Central Delhi,26.400000000000002,922,4.1
170,43, Continental, Central Delhi,26.400000000000002,922,4.1
171,44,North Indian, Central Delhi,24.0,38,4.1
172,44, Mughlai, Central Delhi,24.0,38,4.1
173,45,Chinese, Central Delhi,18.0,1378,4.3
174,45, Thai, Central Delhi,18.0,1378,4.3
175,46,North Indian, Central Delhi,20.400000000000002,610,4.4
176,46, Barbecue, Central Delhi,20.400000000000002,610,4.4
177,46, Mughlai, Central Delhi,20.400000000000002,610,4.4
178,47,South Indian, Central Delhi,12.0,167,4.3
179,47, Andhra, Central Delhi,12.0,167,4.3
180,47, Seafood, Central Delhi,12.0,167,4.3
181,48,Mughlai, Central Delhi,9.6,181,4.1
182,48, Biryani, Central Delhi,9.6,181,4.1
183,49,North Indian, Central Delhi,21.6,110,3.8
184,49, Italian, Central Delhi,21.6,110,3.8
185,49, Continental, Central Delhi,21.6,110,3.8
186,49, Mexican, Central Delhi,21.6,110,3.8
187,49, Asian, Central Delhi,21.6,110,3.8
188,49, Mughlai, Central Delhi,21.6,110,3.8
189,50,South Indian, Central Delhi,6.0,54,3.8
190,51,North Indian, West Delhi,14.4,3270,4.0
191,51, Continental, West Delhi,14.4,3270,4.0
192,51, Oriental , West Delhi,14.4,3270,4.0
193,51, Italian, West Delhi,14.4,3270,4.0
194,51, Street Food, West Delhi,14.4,3270,4.0
195,52,North Indian, Central Delhi,26.400000000000002,147,4.1
196,52, Mughlai, Central Delhi,26.400000000000002,147,4.1
197,53,North Indian, Central Delhi,25.2,65,4.0
198,53, Italian, Central Delhi,25.2,65,4.0
199,53, Continental, Central Delhi,25.2,65,4.0
200,54,North Indian, Central Delhi,21.6,180,4.0
201,54, Mughlai, Central Delhi,21.6,180,4.0
202,55,Italian, Central Delhi,14.4,69,4.1
203,55, Thai, Central Delhi,14.4,69,4.1
204,56,Chinese, Central Delhi,24.0,91,4.1
205,56, Thai, Central Delhi,24.0,91,4.1
206,57,Multi-Cuisine, Central Delhi,24.0,92,4.2
207,57, Finger Food, Central Delhi,24.0,92,4.2
208,57, North Indian, Central Delhi,24.0,92,4.2
209,57, Chinese, Central Delhi,24.0,92,4.2
210,57, Continental, Central Delhi,24.0,92,4.2
211,57, American, Central Delhi,24.0,92,4.2
212,58,Mexican, Central Delhi,6.0,37,4.0
213,58, Tex Mex, Central Delhi,6.0,37,4.0
214,59,North Indian, Central Delhi,30.0,75,4.2
215,59, Chinese, Central Delhi,30.0,75,4.2
216,59, Seafood, Central Delhi,30.0,75,4.2
217,59, Mughlai, Central Delhi,30.0,75,4.2
218,59, Oriental , Central Delhi,30.0,75,4.2
219,60,North Indian, Central Delhi,30.0,574,3.9
220,60, Italian, Central Delhi,30.0,574,3.9
221,60, Continental, Central Delhi,30.0,574,3.9
222,61,Italian, Central Delhi,21.6,158,4.1
223,61, American, Central Delhi,21.6,158,4.1
224,61, Coffee, Central Delhi,21.6,158,4.1
225,62,Chinese, Central Delhi,26.400000000000002,69,4.4
226,62, Thai, Central Delhi,26.400000000000002,69,4.4
227,62, Asian, Central Delhi,26.400000000000002,69,4.4
228,62, North Indian, Central Delhi,26.400000000000002,69,4.4
229,62, Continental, Central Delhi,26.400000000000002,69,4.4
230,63,North Indian, Central Delhi,21.6,263,3.8
231,63, Italian, Central Delhi,21.6,263,3.8
232,63, Continental, Central Delhi,21.6,263,3.8
233,63, Asian, Central Delhi,21.6,263,3.8
234,63, Chinese, Central Delhi,21.6,263,3.8
235,63, South Indian, Central Delhi,21.6,263,3.8
236,63, Fast Food, Central Delhi,21.6,263,3.8
237,64,Rajasthani, Central Delhi,9.6,9,4.4
238,65,Multi-Cuisine, Central Delhi,33.6,276,4.2
239,65, North Indian, Central Delhi,33.6,276,4.2
240,65, Italian, Central Delhi,33.6,276,4.2
241,65, Continental, Central Delhi,33.6,276,4.2
242,65, European, Central Delhi,33.6,276,4.2
243,66,North Indian, Central Delhi,26.400000000000002,43,4.1
244,66, Italian, Central Delhi,26.400000000000002,43,4.1
245,66, Fast Food, Central Delhi,26.400000000000002,43,4.1
246,67,Biryani, Central Delhi,14.4,187,4.2
247,67, Hyderabadi, Central Delhi,14.4,187,4.2
248,68,Street Food, Central Delhi,6.0,68,4.2
249,68, Tea, Central Delhi,6.0,68,4.2
250,68, Fast Food, Central Delhi,6.0,68,4.2
251,69,North Indian, Central Delhi,36.0,146,4.2
252,69, Mughlai, Central Delhi,36.0,146,4.2
253,70,Gujarati, Central Delhi,12.0,417,4.0
254,70, Rajasthani, Central Delhi,12.0,417,4.0
255,71,Street Food, Central Delhi,6.0,66,4.3
256,71, Tea, Central Delhi,6.0,66,4.3
257,71, Fast Food, Central Delhi,6.0,66,4.3
258,72,North Indian, Central Delhi,14.4,1,5.0
259,73,Desserts, Central Delhi,6.0,9,4.8
260,73, Ice Cream, Central Delhi,6.0,9,4.8
261,73, Fast Food, Central Delhi,6.0,9,4.8
262,74,Multi-Cuisine, Central Delhi,30.0,23,4.4
263,74, North Indian, Central Delhi,30.0,23,4.4
264,74, Italian, Central Delhi,30.0,23,4.4
265,74, Chinese, Central Delhi,30.0,23,4.4
266,74, Continental, Central Delhi,30.0,23,4.4
267,74, European, Central Delhi,30.0,23,4.4
268,75,Italian, Central Delhi,48.0,113,4.5
269,76,North Indian, Central Delhi,9.6,46,4.3
270,77,Fast Food, Central Delhi,4.8,169,4.1
271,77, Tea, Central Delhi,4.8,169,4.1
272,78,North Indian, Central Delhi,33.6,193,3.7
273,78, Continental, Central Delhi,33.6,193,3.7
274,78, Oriental , Central Delhi,33.6,193,3.7
275,79,Chinese, Central Delhi,48.0,152,4.6
276,79, Asian, Central Delhi,48.0,152,4.6
277,80,North Indian, Central Delhi,32.4,318,4.1
278,80, Seafood, Central Delhi,32.4,318,4.1
279,80, Mughlai, Central Delhi,32.4,318,4.1
280,81,North Indian, Central Delhi,48.0,310,4.4
281,81, Mughlai, Central Delhi,48.0,310,4.4
282,82,Finger Food, Central Delhi,26.400000000000002,23,3.7
283,83,North Indian, Central Delhi,14.4,20,2.9
284,83, Chinese, Central Delhi,14.4,20,2.9
285,83, Continental, Central Delhi,14.4,20,2.9
286,84,Multi-Cuisine, Central Delhi,6.0,2,5.0
287,84, North Indian, Central Delhi,6.0,2,5.0
288,84, Italian, Central Delhi,6.0,2,5.0
289,84, Chinese, Central Delhi,6.0,2,5.0
290,84, Continental, Central Delhi,6.0,2,5.0
291,85,Desserts, Central Delhi,4.8,2,3.0
292,85, Ice Cream, Central Delhi,4.8,2,3.0
293,85, Shakes, Central Delhi,4.8,2,3.0
294,86,Asian, Central Delhi,18.0,576,4.5
295,86, Chinese, Central Delhi,18.0,576,4.5
296,86, Thai, Central Delhi,18.0,576,4.5
297,86, Japanese, Central Delhi,18.0,576,4.5
298,87,Desserts, Central Delhi,6.0,19,3.8
299,87, Bakery and Confectionary, Central Delhi,6.0,19,3.8
300,87, Coffee, Central Delhi,6.0,19,3.8
301,88,Italian, Central Delhi,18.0,25,4.5
302,88, Pizza, Central Delhi,18.0,25,4.5
303,88, Fast Food, Central Delhi,18.0,25,4.5
304,89,Asian, West Delhi,21.6,499,4.2
305,89, North Indian, West Delhi,21.6,499,4.2
306,89, Chinese, West Delhi,21.6,499,4.2
307,89, Thai, West Delhi,21.6,499,4.2
308,89, Japanese, West Delhi,21.6,499,4.2
309,89, Sushi, West Delhi,21.6,499,4.2
310,90,North Indian, Central Delhi,30.0,415,4.4
311,90, Chinese, Central Delhi,30.0,415,4.4
312,90, Mughlai, Central Delhi,30.0,415,4.4
313,91,Modern Indian, Central Delhi,24.0,123,4.4
314,91, Italian, Central Delhi,24.0,123,4.4
315,91, Continental, Central Delhi,24.0,123,4.4
316,91, American, Central Delhi,24.0,123,4.4
317,92,Multi-Cuisine, West Delhi,14.4,3055,3.9
318,92, North Indian, West Delhi,14.4,3055,3.9
319,92, Italian, West Delhi,14.4,3055,3.9
320,92, Chinese, West Delhi,14.4,3055,3.9
321,92, Continental, West Delhi,14.4,3055,3.9
322,93,North Indian, Central Delhi,14.4,90,4.4
323,93, Biryani, Central Delhi,14.4,90,4.4
324,93, Indian Cuisine, Central Delhi,14.4,90,4.4
325,94,Multi-Cuisine, North Delhi,16.8,1076,4.1
326,94, North Indian, North Delhi,16.8,1076,4.1
327,94, Italian, North Delhi,16.8,1076,4.1
328,94, Chinese, North Delhi,16.8,1076,4.1
329,94, American, North Delhi,16.8,1076,4.1
330,95,North Indian, West Delhi,12.0,443,4.2
331,95, Italian, West Delhi,12.0,443,4.2
332,95, Chinese, West Delhi,12.0,443,4.2
333,96,North Indian, West Delhi,14.4,447,4.3
334,96, Chinese, West Delhi,14.4,447,4.3
335,96, Continental, West Delhi,14.4,447,4.3
336,96, Italian, West Delhi,14.4,447,4.3
337,97,Finger Food, South Delhi,19.2,2118,4.2
338,97, Italian, South Delhi,19.2,2118,4.2
339,97, Continental, South Delhi,19.2,2118,4.2
340,97, Asian, South Delhi,19.2,2118,4.2
341,98,North Indian, Central Delhi,6.0,51,4.0
342,98, Chinese, Central Delhi,6.0,51,4.0
343,98, Mughlai, Central Delhi,6.0,51,4.0
344,99,North Indian, Central Delhi,31.2,615,4.2
345,99, Italian, Central Delhi,31.2,615,4.2
346,99, Continental, Central Delhi,31.2,615,4.2
347,100,North Indian, Central Delhi,7.2,2,4.5
348,100, Chinese, Central Delhi,7.2,2,4.5
349,100, Mughlai, Central Delhi,7.2,2,4.5
350,101,Street Food, Central Delhi,9.6,401,3.8
351,101, North Indian, Central Delhi,9.6,401,3.8
352,101, Chinese, Central Delhi,9.6,401,3.8
353,101, South Indian, Central Delhi,9.6,401,3.8
354,101, Fast Food, Central Delhi,9.6,401,3.8
355,102,Chinese, Central Delhi,9.6,190,4.5
356,102, Thai, Central Delhi,9.6,190,4.5
357,102, Japanese, Central Delhi,9.6,190,4.5
358,103,North Indian, West Delhi,18.0,82,4.1
359,103, Chinese, West Delhi,18.0,82,4.1
360,103, Fast Food, West Delhi,18.0,82,4.1
361,104,European, Central Delhi,30.0,146,4.5
362,104, American, Central Delhi,30.0,146,4.5
363,105,South Indian, West Delhi,6.0,453,4.3
364,106,Finger Food, West Delhi,19.2,614,4.2
365,106, North Indian, West Delhi,19.2,614,4.2
366,106, Italian, West Delhi,19.2,614,4.2
367,106, Chinese, West Delhi,19.2,614,4.2
368,107,Sizzlers, Central Delhi,14.4,37,4.0
369,107, North Indian, Central Delhi,14.4,37,4.0
370,107, Chinese, Central Delhi,14.4,37,4.0
371,108,World Cuisine, Central Delhi,24.0,634,4.1
372,108, Multi-Cuisine, Central Delhi,24.0,634,4.1
373,108, North Indian, Central Delhi,24.0,634,4.1
374,108, Italian, Central Delhi,24.0,634,4.1
375,108, Chinese, Central Delhi,24.0,634,4.1
376,108, Continental, Central Delhi,24.0,634,4.1
377,108, Oriental , Central Delhi,24.0,634,4.1
378,108, Tex Mex, Central Delhi,24.0,634,4.1
379,109,Chinese, Central Delhi,26.400000000000002,646,4.3
380,109, Thai, Central Delhi,26.400000000000002,646,4.3
381,109, Asian, Central Delhi,26.400000000000002,646,4.3
382,109, North Indian, Central Delhi,26.400000000000002,646,4.3
383,109, Continental, Central Delhi,26.400000000000002,646,4.3
384,110,North Indian, Central Delhi,21.6,11,4.4
385,110, Mughlai, Central Delhi,21.6,11,4.4
386,110, Chinese, Central Delhi,21.6,11,4.4
387,111,North Indian, North Delhi,12.0,851,4.3
388,111, Chinese, North Delhi,12.0,851,4.3
389,112,North Indian, South Delhi,18.0,555,4.2
390,113,Fast Food, North Delhi,14.4,1482,4.5
391,113, Italian, North Delhi,14.4,1482,4.5
392,113, Continental, North Delhi,14.4,1482,4.5
393,113, Oriental , North Delhi,14.4,1482,4.5
394,114,North Indian, West Delhi,18.0,1296,3.9
395,114, Italian, West Delhi,18.0,1296,3.9
396,114, Continental, West Delhi,18.0,1296,3.9
397,114, Chinese, West Delhi,18.0,1296,3.9
398,114, Oriental , West Delhi,18.0,1296,3.9
399,114, Street Food, West Delhi,18.0,1296,3.9
400,115,North Indian, West Delhi,9.6,1,5.0
401,115, Chinese, West Delhi,9.6,1,5.0
402,115, Fast Food, West Delhi,9.6,1,5.0
403,116,North Indian, Central Delhi,26.400000000000002,85,4.3
404,116, European, Central Delhi,26.400000000000002,85,4.3
405,116, Continental, Central Delhi,26.400000000000002,85,4.3
406,117,Continental, Central Delhi,42.0,532,4.4
407,117, North Indian, Central Delhi,42.0,532,4.4
408,117, Italian, Central Delhi,42.0,532,4.4
409,117, South Indian, Central Delhi,42.0,532,4.4
410,118,Rajasthani, Central Delhi,9.6,55,4.2
411,118, North Indian, Central Delhi,9.6,55,4.2
412,118, Gujarati, Central Delhi,9.6,55,4.2
413,119,Italian, Central Delhi,60.0,306,4.5
414,119, Spanish, Central Delhi,60.0,306,4.5
415,120,North Indian, South Delhi,12.0,431,4.3
416,120, Chinese, South Delhi,12.0,431,4.3
417,121,Finger Food, Central Delhi,48.0,3,4.7
418,122,North Indian, Central Delhi,24.0,25,4.1
419,122, Continental, Central Delhi,24.0,25,4.1
420,122, Oriental , Central Delhi,24.0,25,4.1
421,122, Finger Food, Central Delhi,24.0,25,4.1
422,123,Italian, Central Delhi,18.0,120,4.3
423,123, Pizza, Central Delhi,18.0,120,4.3
424,124,North Indian, Central Delhi,26.400000000000002,156,4.1
425,124, Mughlai, Central Delhi,26.400000000000002,156,4.1
426,125,North Indian, West Delhi,24.0,1652,4.0
427,125, Chinese, West Delhi,24.0,1652,4.0
428,126,North Indian, South Delhi,31.2,1275,4.4
429,126, Chinese, South Delhi,31.2,1275,4.4
430,126, Mughlai, South Delhi,31.2,1275,4.4
431,127,Sizzlers, East Delhi,14.4,83,4.2
432,127, North Indian, East Delhi,14.4,83,4.2
433,127, Chinese, East Delhi,14.4,83,4.2
434,128,Multi-Cuisine, Central Delhi,18.0,51,3.6
435,128, North Indian, Central Delhi,18.0,51,3.6
436,128, Italian, Central Delhi,18.0,51,3.6
437,128, European, Central Delhi,18.0,51,3.6
438,128, Oriental , Central Delhi,18.0,51,3.6
439,129,Chinese, Central Delhi,30.0,40,4.0
440,129, Seafood, Central Delhi,30.0,40,4.0
441,130,Multi-Cuisine, North Delhi,13.200000000000001,570,4.1
442,130, North Indian, North Delhi,13.200000000000001,570,4.1
443,130, Italian, North Delhi,13.200000000000001,570,4.1
444,130, Chinese, North Delhi,13.200000000000001,570,4.1
445,130, Continental, North Delhi,13.200000000000001,570,4.1
446,131,North Indian, West Delhi,9.6,426,3.8
447,132,North Indian, West Delhi,10.8,12,3.9
448,132, Fast Food, West Delhi,10.8,12,3.9
449,132, Chinese, West Delhi,10.8,12,3.9
450,133,American, Central Delhi,36.0,40,4.2
451,134,Desserts, West Delhi,4.8,1,5.0
452,134, Waffle, West Delhi,4.8,1,5.0
453,134, Shakes, West Delhi,4.8,1,5.0
454,135,Multi-Cuisine, West Delhi,18.0,2422,4.1
455,135, North Indian, West Delhi,18.0,2422,4.1
456,135, Italian, West Delhi,18.0,2422,4.1
457,135, Thai, West Delhi,18.0,2422,4.1
458,135, Mexican, West Delhi,18.0,2422,4.1
459,135, European, West Delhi,18.0,2422,4.1
460,136,North Indian, North Delhi,14.4,643,4.4
461,136, Oriental , North Delhi,14.4,643,4.4
462,137,Multi-Cuisine, North Delhi,18.0,2062,4.2
463,137, Italian, North Delhi,18.0,2062,4.2
464,137, Chinese, North Delhi,18.0,2062,4.2
465,137, Continental, North Delhi,18.0,2062,4.2
466,137, Lebanese, North Delhi,18.0,2062,4.2
467,138,North Indian, South Delhi,36.0,165,4.4
468,138, Seafood, South Delhi,36.0,165,4.4
469,138, Andhra, South Delhi,36.0,165,4.4
470,138, Kerala, South Delhi,36.0,165,4.4
471,139,Asian, South Delhi,25.2,306,4.4
472,140,North Indian, East Delhi,12.0,340,4.3
473,140, Italian, East Delhi,12.0,340,4.3
474,140, Chinese, East Delhi,12.0,340,4.3
475,141,Continental, South Delhi,48.0,203,4.3
476,141, North Indian, South Delhi,48.0,203,4.3
477,141, Italian, South Delhi,48.0,203,4.3
478,142,Multi-Cuisine, South Delhi,22.8,899,4.5
479,142, North Indian, South Delhi,22.8,899,4.5
480,142, Italian, South Delhi,22.8,899,4.5
481,142, Mexican, South Delhi,22.8,899,4.5
482,142, European, South Delhi,22.8,899,4.5
483,142, Seafood, South Delhi,22.8,899,4.5
484,142, Asian, South Delhi,22.8,899,4.5
485,143,North Indian, Central Delhi,12.0,8,3.1
486,143, Chinese, Central Delhi,12.0,8,3.1
487,144,Asian, South Delhi,30.0,291,4.3
488,144, Japanese, South Delhi,30.0,291,4.3
489,144, Oriental , South Delhi,30.0,291,4.3
490,145,Mughlai, South Delhi,9.6,12,4.0
491,145, North Indian, South Delhi,9.6,12,4.0
492,146,Multi-Cuisine, East Delhi,19.2,510,4.2
493,146, North Indian, East Delhi,19.2,510,4.2
494,146, Italian, East Delhi,19.2,510,4.2
495,146, European, East Delhi,19.2,510,4.2
496,146, Asian, East Delhi,19.2,510,4.2
497,147,Italian, East Delhi,10.8,58,4.6
498,147, Continental, East Delhi,10.8,58,4.6
499,147, Oriental , East Delhi,10.8,58,4.6
500,148,North Indian, West Delhi,12.0,7,3.6
501,149,Bakery and Confectionary, West Delhi,6.0,1,5.0
502,149, Desserts, West Delhi,6.0,1,5.0
503,149, Fast Food, West Delhi,6.0,1,5.0
504,150,Multi-Cuisine, South Delhi,24.0,1629,4.2
505,150, North Indian, South Delhi,24.0,1629,4.2
506,150, Italian, South Delhi,24.0,1629,4.2
507,150, Chinese, South Delhi,24.0,1629,4.2
508,150, Continental, South Delhi,24.0,1629,4.2
509,150, Mughlai, South Delhi,24.0,1629,4.2
510,151,Multi-Cuisine, East Delhi,24.0,1479,4.3
511,151, North Indian, East Delhi,24.0,1479,4.3
512,151, Italian, East Delhi,24.0,1479,4.3
513,151, Chinese, East Delhi,24.0,1479,4.3
514,151, American, East Delhi,24.0,1479,4.3
515,152,Seafood, South Delhi,26.400000000000002,481,4.4
516,152, North Indian, South Delhi,26.400000000000002,481,4.4
517,152, Goan, South Delhi,26.400000000000002,481,4.4
518,152, Kerala, South Delhi,26.400000000000002,481,4.4
519,153,North Indian, East Delhi,20.400000000000002,434,4.3
520,153, Italian, East Delhi,20.400000000000002,434,4.3
521,153, Chinese, East Delhi,20.400000000000002,434,4.3
522,153, Continental, East Delhi,20.400000000000002,434,4.3
523,154,Italian, South Delhi,36.0,22,4.0
524,155,Multi-Cuisine, South Delhi,18.0,2548,4.3
525,155, North Indian, South Delhi,18.0,2548,4.3
526,155, Italian, South Delhi,18.0,2548,4.3
